,Experiment_ID,Genome,tissue
41666,SRX3411544,hg19,circle of willis
41667,SRX3411545,hg19,circle of willis
41668,SRX3411546,hg19,circle of willis
41672,SRX3413336,hg19,hct116 cells
41673,SRX3413337,hg19,hct116 cells
41674,SRX3413338,hg19,hct116 cells
41675,SRX3413339,hg19,hct116 cells
41676,SRX3413340,hg19,hct116 cells
41677,SRX3413341,hg19,hct116 cells
41678,SRX3413342,hg19,hct116 cells
41679,SRX3413343,hg19,hct116 cells
41680,SRX3413344,hg19,hct116 cells
41681,SRX3413345,hg19,hct116 cells
41794,SRX3433289,hg19,primary osteosarcoma tumor
41795,SRX3433290,hg19,primary osteosarcoma tumor
41796,SRX3433291,hg19,primary osteosarcoma tumor
41797,SRX3433292,hg19,lung metastasis from primary osteosarcoma tumor
41798,SRX3433293,hg19,lung metastasis from primary osteosarcoma tumor
41799,SRX3433294,hg19,lung metastasis from primary osteosarcoma tumor
41800,SRX3433295,hg19,primary osteosarcoma tumor
41801,SRX3433296,hg19,primary osteosarcoma tumor
41802,SRX3433297,hg19,primary osteosarcoma tumor
41803,SRX3433298,hg19,lung metastasis from primary osteosarcoma tumor
41804,SRX3433299,hg19,lung metastasis from primary osteosarcoma tumor
41805,SRX3433300,hg19,lung metastasis from primary osteosarcoma tumor
41806,SRX3433301,hg19,primary osteosarcoma tumor
41807,SRX3433302,hg19,primary osteosarcoma tumor
41808,SRX3433303,hg19,primary osteosarcoma tumor
41809,SRX3433304,hg19,lung metastasis from primary osteosarcoma tumor
41810,SRX3433305,hg19,lung metastasis from primary osteosarcoma tumor
41811,SRX3433306,hg19,lung metastasis from primary osteosarcoma tumor
41812,SRX3433307,hg19,primary osteosarcoma tumor
41813,SRX3433308,hg19,primary osteosarcoma tumor
41814,SRX3433309,hg19,primary osteosarcoma tumor
41815,SRX3433310,hg19,lung metastasis from primary osteosarcoma tumor
41816,SRX3433311,hg19,lung metastasis from primary osteosarcoma tumor
41817,SRX3433312,hg19,lung metastasis from primary osteosarcoma tumor
41818,SRX3433313,hg19,primary osteosarcoma tumor
41819,SRX3433314,hg19,primary osteosarcoma tumor
41820,SRX3433315,hg19,primary osteosarcoma tumor
41821,SRX3433316,hg19,lung metastasis from primary osteosarcoma tumor
41822,SRX3433317,hg19,lung metastasis from primary osteosarcoma tumor
41823,SRX3433318,hg19,lung metastasis from primary osteosarcoma tumor
41849,SRX3434686,hg19,prostate
41850,SRX3434687,hg19,prostate
41851,SRX3434688,hg19,prostate
41852,SRX3434689,hg19,prostate
41853,SRX3434690,hg19,prostate
41854,SRX3434691,hg19,prostate
41855,SRX3434692,hg19,prostate
41856,SRX3434693,hg19,prostate
41857,SRX3434694,hg19,prostate
41858,SRX3434695,hg19,prostate
41859,SRX3434696,hg19,prostate
41860,SRX3434697,hg19,prostate
41887,SRX3437292,hg19,peripheral blood
41888,SRX3437293,hg19,peripheral blood
42178,SRX3469059,hg19,foreskin
42179,SRX3469060,hg19,neonatal foreskin
42342,SRX3480267,hg19,na
42343,SRX3480268,hg19,na
42344,SRX3480269,hg19,na
42345,SRX3480270,hg19,na
42346,SRX3480271,hg19,na
42347,SRX3480272,hg19,na
42348,SRX3480273,hg19,na
42349,SRX3480274,hg19,na
42350,SRX3480275,hg19,na
42351,SRX3480276,hg19,na
42352,SRX3480277,hg19,na
42353,SRX3480278,hg19,na
42601,SRX3526592,hg19,human breast cancer cell line mcf7
42602,SRX3526593,hg19,human normal prostate epithelial cell prec
42603,SRX3526594,hg19,human prostate cancer cell line c42b
42604,SRX3526595,hg19,human prostate cancer cell line c42b
42620,SRX353766,hg19,epididymis
42621,SRX353767,hg19,epididymis
42626,SRX3540551,hg19,cervix adenocarcinoma
42627,SRX3540552,hg19,cervix adenocarcinoma
42628,SRX3540553,hg19,cervix adenocarcinoma
42629,SRX3540554,hg19,cervix adenocarcinoma
42701,SRX3545870,hg19,bone marrow
42702,SRX3545871,hg19,bone marrow
42703,SRX3545872,hg19,bone marrow
42704,SRX3545873,hg19,bone marrow
42705,SRX3545874,hg19,bone marrow
42706,SRX3545875,hg19,bone marrow
42707,SRX3545876,hg19,bone marrow
42708,SRX3545877,hg19,bone marrow
42709,SRX3545878,hg19,bone marrow
42710,SRX3545879,hg19,bone marrow
42711,SRX3545880,hg19,bone marrow
42712,SRX3545881,hg19,bone marrow
42713,SRX3545882,hg19,peripheral blood
42714,SRX3545883,hg19,peripheral blood
42715,SRX3545884,hg19,peripheral blood
42716,SRX3545885,hg19,peripheral blood
43212,SRX3581503,hg19,hipsc
43213,SRX3581504,hg19,hipsc
43214,SRX3581505,hg19,hipsc
43215,SRX3581507,hg19,hipsc
43300,SRX3584300,hg19,foreskin
43301,SRX3584301,hg19,foreskin
43302,SRX3584302,hg19,foreskin
43303,SRX3584303,hg19,foreskin
43304,SRX3584304,hg19,foreskin
43305,SRX3584305,hg19,foreskin
43306,SRX3584306,hg19,foreskin
43307,SRX3584307,hg19,foreskin
43308,SRX3584308,hg19,foreskin
43309,SRX3584309,hg19,foreskin
43310,SRX3584310,hg19,foreskin
43311,SRX3584311,hg19,foreskin
43312,SRX3584312,hg19,foreskin
43313,SRX3584313,hg19,foreskin
43314,SRX3584314,hg19,foreskin
43315,SRX3584315,hg19,foreskin
43316,SRX3584316,hg19,foreskin
43317,SRX3584317,hg19,foreskin
43318,SRX3584318,hg19,foreskin
43319,SRX3584319,hg19,foreskin
43320,SRX3584320,hg19,foreskin
43330,SRX3586298,hg19,adult human peripheral blood
43331,SRX3586299,hg19,adult human peripheral blood
43332,SRX3586300,hg19,adult human peripheral blood
43333,SRX3586301,hg19,adult human peripheral blood
43334,SRX3586302,hg19,adult human peripheral blood
43335,SRX3586303,hg19,adult human peripheral blood
43336,SRX3586304,hg19,adult human peripheral blood
43337,SRX3586305,hg19,adult human peripheral blood
43338,SRX3586306,hg19,adult human peripheral blood
43339,SRX3586307,hg19,adult human peripheral blood
43340,SRX3586308,hg19,adult human peripheral blood
43341,SRX3586309,hg19,adult human peripheral blood
43342,SRX3586311,hg19,adult human peripheral blood
43343,SRX3586313,hg19,adult human peripheral blood
43344,SRX3586315,hg19,adult human peripheral blood
43345,SRX3586316,hg19,adult human peripheral blood
43346,SRX3586317,hg19,adult human peripheral blood
43347,SRX3586318,hg19,adult human peripheral blood
43348,SRX3586319,hg19,adult human peripheral blood
43349,SRX3586320,hg19,adult human peripheral blood
43350,SRX3586321,hg19,adult human peripheral blood
43351,SRX3586322,hg19,adult human peripheral blood
43352,SRX3586323,hg19,adult human peripheral blood
43353,SRX3586324,hg19,adult human peripheral blood
43354,SRX3586325,hg19,adult human peripheral blood
43355,SRX3586326,hg19,adult human peripheral blood
43356,SRX3586327,hg19,adult human peripheral blood
43357,SRX3586328,hg19,adult human peripheral blood
43358,SRX3586329,hg19,adult human peripheral blood
43359,SRX3586330,hg19,adult human peripheral blood
43360,SRX3586331,hg19,adult human peripheral blood
43361,SRX3586332,hg19,adult human peripheral blood
43362,SRX3586353,hg19,peripheral blood
43363,SRX3586355,hg19,peripheral blood
43364,SRX3586359,hg19,peripheral blood
43365,SRX3586360,hg19,peripheral blood
43366,SRX3586361,hg19,peripheral blood
43367,SRX3586362,hg19,peripheral blood
43368,SRX3586363,hg19,peripheral blood
43369,SRX3586365,hg19,bone marrow
43370,SRX3586366,hg19,bone marrow
43371,SRX3586367,hg19,bone marrow
43372,SRX3586369,hg19,bone marrow
43373,SRX3586370,hg19,bone marrow
43374,SRX3586371,hg19,bone marrow
43530,SRX3594735,hg19,cervix
43531,SRX3594736,hg19,cervix
43532,SRX3594737,hg19,cervix
43533,SRX3594738,hg19,cervix
43534,SRX3594739,hg19,cervix
43535,SRX3594740,hg19,cervix
43671,SRX3599213,hg19,bone marrow
43672,SRX3599214,hg19,bone marrow
43673,SRX3599215,hg19,bone marrow
43674,SRX3599216,hg19,bone marrow
43675,SRX3599217,hg19,bone marrow
43676,SRX3599218,hg19,bone marrow
43677,SRX3599219,hg19,bone marrow
43679,SRX3599220,hg19,bone marrow
43680,SRX3599221,hg19,bone marrow
43681,SRX3599222,hg19,bone marrow
43682,SRX3599223,hg19,bone marrow
43683,SRX3599224,hg19,bone marrow
43684,SRX3599225,hg19,bone marrow
43685,SRX3599226,hg19,bone marrow
43686,SRX3599227,hg19,bone marrow
43886,SRX3600909,hg19,peripheral blood
43887,SRX3600910,hg19,peripheral blood
43888,SRX3600911,hg19,peripheral blood
43889,SRX3600912,hg19,peripheral blood
43914,SRX3602315,hg19,mesencephalon
43915,SRX3602316,hg19,mesencephalon
43916,SRX3602317,hg19,mesencephalon
43917,SRX3602318,hg19,mesencephalon
43918,SRX3602319,hg19,mesencephalon
43919,SRX3602320,hg19,mesencephalon
43920,SRX3602321,hg19,mesencephalon
43921,SRX3602322,hg19,mesencephalon
44050,SRX3629592,hg19,breast
44051,SRX3629593,hg19,breast
44052,SRX3629594,hg19,breast
44053,SRX3629595,hg19,breast
44054,SRX3629596,hg19,breast
44055,SRX3629597,hg19,breast
44056,SRX3629598,hg19,breast
44057,SRX3629599,hg19,breast
44058,SRX3629600,hg19,breast
44059,SRX3629601,hg19,breast
44060,SRX3629602,hg19,breast
44061,SRX3629604,hg19,breast
44062,SRX3629605,hg19,breast
44063,SRX3629606,hg19,breast
44064,SRX3629607,hg19,breast
44065,SRX3629608,hg19,breast
44066,SRX3629609,hg19,breast
44067,SRX3629610,hg19,breast
44068,SRX3629611,hg19,breast
44069,SRX3629612,hg19,breast
44070,SRX3629613,hg19,breast
44071,SRX3629614,hg19,breast
44072,SRX3629615,hg19,breast
44073,SRX3629616,hg19,breast
44074,SRX3629617,hg19,breast
44075,SRX3629618,hg19,breast
44076,SRX3629619,hg19,breast
44077,SRX3629620,hg19,breast
44078,SRX3629621,hg19,breast
44079,SRX3629622,hg19,breast
44080,SRX3629623,hg19,breast
44081,SRX3629624,hg19,breast
44082,SRX3629625,hg19,breast
44083,SRX3629626,hg19,breast
44084,SRX3629627,hg19,breast
44085,SRX3629628,hg19,breast
44109,SRX3636814,hg19,all xenograft cells
44110,SRX3636815,hg19,all xenograft cells
44111,SRX3636816,hg19,all xenograft cells
44112,SRX3636817,hg19,all xenograft cells
44113,SRX3636818,hg19,all xenograft cells
44114,SRX3636819,hg19,all xenograft cells
44115,SRX3636820,hg19,all xenograft cells
44116,SRX3636821,hg19,all xenograft cells
44117,SRX3636822,hg19,all xenograft cells
44118,SRX3636823,hg19,all xenograft cells
44119,SRX3636824,hg19,all xenograft cells
44120,SRX3636825,hg19,all xenograft cells
44121,SRX3636826,hg19,all xenograft cells
44122,SRX3636827,hg19,all xenograft cells
44123,SRX3636828,hg19,all xenograft cells
44124,SRX3636829,hg19,all xenograft cells
44125,SRX3636830,hg19,all xenograft cells
44126,SRX3636831,hg19,all xenograft cells
44127,SRX3636832,hg19,all xenograft cells
44128,SRX3636833,hg19,all xenograft cells
44129,SRX3636834,hg19,all xenograft cells
44130,SRX3636835,hg19,all xenograft cells
44131,SRX3636836,hg19,all xenograft cells
44132,SRX3636837,hg19,all xenograft cells
44133,SRX3636838,hg19,all xenograft cells
44134,SRX3636839,hg19,all xenograft cells
44135,SRX3636840,hg19,all xenograft cells
44136,SRX3636841,hg19,all xenograft cells
44137,SRX3636842,hg19,all xenograft cells
44138,SRX3636843,hg19,all xenograft cells
44143,SRX3637552,hg19,liver
44144,SRX3637553,hg19,liver
44145,SRX3637554,hg19,liver
44146,SRX3637555,hg19,liver
44147,SRX3637556,hg19,liver
44148,SRX3637557,hg19,liver
44149,SRX3637558,hg19,liver
44150,SRX3637559,hg19,liver
44151,SRX3637560,hg19,liver
44152,SRX3637561,hg19,liver
44153,SRX3637562,hg19,liver
44154,SRX3637563,hg19,liver
44155,SRX3637564,hg19,liver
44156,SRX3637565,hg19,liver
44157,SRX3637566,hg19,liver
44158,SRX3637567,hg19,liver
44159,SRX3637568,hg19,liver
44160,SRX3637569,hg19,liver
44161,SRX3637570,hg19,liver
44162,SRX3637571,hg19,liver
44163,SRX3637572,hg19,liver
44164,SRX3637573,hg19,liver
44165,SRX3637574,hg19,liver
44166,SRX3637575,hg19,liver
44167,SRX3637576,hg19,liver
44168,SRX3637577,hg19,liver
44169,SRX3637578,hg19,liver
44170,SRX3637579,hg19,liver
44171,SRX3637580,hg19,liver
44172,SRX3637581,hg19,liver
44173,SRX3637582,hg19,liver
44174,SRX3637583,hg19,liver
44175,SRX3637584,hg19,liver
44176,SRX3637585,hg19,liver
44177,SRX3637586,hg19,liver
44178,SRX3637587,hg19,liver
44179,SRX3637588,hg19,liver
44180,SRX3637589,hg19,liver
44181,SRX3637590,hg19,liver
44182,SRX3637591,hg19,liver
44183,SRX3637592,hg19,liver
44184,SRX3637593,hg19,liver
44185,SRX3637594,hg19,liver
44186,SRX3637595,hg19,liver
44187,SRX3637596,hg19,liver
44188,SRX3637597,hg19,liver
44189,SRX3637598,hg19,liver
44190,SRX3637599,hg19,liver
44191,SRX3637600,hg19,liver
44192,SRX3637601,hg19,liver
44193,SRX3637602,hg19,liver
44194,SRX3637603,hg19,liver
44195,SRX3637604,hg19,liver
44196,SRX3637605,hg19,liver
44197,SRX3637606,hg19,liver
44198,SRX3637607,hg19,liver
44199,SRX3637608,hg19,liver
44200,SRX3637609,hg19,liver
44201,SRX3637610,hg19,liver
44202,SRX3637611,hg19,liver
44203,SRX3637612,hg19,liver
44204,SRX3637613,hg19,liver
44205,SRX3637614,hg19,liver
44206,SRX3637615,hg19,liver
44207,SRX3637616,hg19,liver
44208,SRX3637617,hg19,liver
44209,SRX3637618,hg19,liver
44210,SRX3637619,hg19,liver
44211,SRX3638906,hg19,u2os cells
44212,SRX3638907,hg19,u2os cells
44213,SRX3638908,hg19,u2os cells
44214,SRX3638909,hg19,u2os cells
44215,SRX3638910,hg19,u2os cells
44216,SRX3638911,hg19,u2os cells
44491,SRX3679898,hg19,keratinocytes
44492,SRX3679899,hg19,keratinocytes
44493,SRX3679900,hg19,keratinocytes
44494,SRX3679901,hg19,keratinocytes
44495,SRX3679902,hg19,keratinocytes
44496,SRX3679903,hg19,keratinocytes
44497,SRX3679904,hg19,keratinocytes
44498,SRX3679905,hg19,keratinocytes
44499,SRX3679906,hg19,keratinocytes
44500,SRX3679907,hg19,keratinocytes
44501,SRX3679908,hg19,keratinocytes
44502,SRX3679909,hg19,keratinocytes
44503,SRX3679910,hg19,keratinocytes
44504,SRX3679911,hg19,keratinocytes
44505,SRX3679912,hg19,keratinocytes
44511,SRX3680673,hg19,retinal pitment epithelium
44512,SRX3680712,hg19,human pbmcs
44513,SRX3680713,hg19,human pbmcs
44514,SRX3680714,hg19,human pbmcs
44515,SRX3680715,hg19,human pbmcs
44516,SRX3680716,hg19,human pbmcs
44517,SRX3680717,hg19,human pbmcs
44518,SRX3680718,hg19,fetal spleenocytes
44519,SRX3680719,hg19,fetal spleenocytes
44520,SRX3680720,hg19,fetal spleenocytes
44521,SRX3680721,hg19,human pbmcs
44522,SRX3680722,hg19,human pbmcs
44523,SRX3680723,hg19,human pbmcs
44524,SRX3680724,hg19,human pbmcs
44525,SRX3680725,hg19,human pbmcs
44526,SRX3680726,hg19,human pbmcs
44527,SRX3680727,hg19,fetal spleenocytes
44528,SRX3680728,hg19,fetal spleenocytes
44529,SRX3680729,hg19,fetal spleenocytes
44667,SRX3697592,hg19,diffuse intrinsic pontine glioma
44668,SRX3697593,hg19,diffuse intrinsic pontine glioma
44669,SRX3697594,hg19,diffuse intrinsic pontine glioma
44670,SRX3697595,hg19,diffuse intrinsic pontine glioma
44671,SRX3697596,hg19,diffuse intrinsic pontine glioma
44672,SRX3697597,hg19,diffuse intrinsic pontine glioma
44673,SRX3697598,hg19,diffuse intrinsic pontine glioma
44674,SRX3697599,hg19,diffuse intrinsic pontine glioma
44675,SRX3697600,hg19,diffuse intrinsic pontine glioma
44676,SRX3697601,hg19,diffuse intrinsic pontine glioma
44677,SRX3697602,hg19,diffuse intrinsic pontine glioma
44678,SRX3697603,hg19,diffuse intrinsic pontine glioma
44679,SRX3697604,hg19,diffuse intrinsic pontine glioma
44680,SRX3697605,hg19,diffuse intrinsic pontine glioma
44681,SRX3697606,hg19,diffuse intrinsic pontine glioma
44682,SRX3697607,hg19,diffuse intrinsic pontine glioma
44696,SRX3703139,hg19,tonsil
44697,SRX3703140,hg19,tonsil
44698,SRX3703141,hg19,tonsil
44699,SRX3703142,hg19,tonsil
44700,SRX3703143,hg19,dlbcl cell line
44701,SRX3703144,hg19,dlbcl cell line
44702,SRX3703145,hg19,dlbcl cell line
44703,SRX3703146,hg19,dlbcl cell line
44704,SRX3703147,hg19,dlbcl cell line
44705,SRX3703148,hg19,dlbcl cell line
44706,SRX3703150,hg19,serous epithelial ovarian carcinoma
44707,SRX3703151,hg19,serous epithelial ovarian carcinoma
44708,SRX3703152,hg19,serous epithelial ovarian carcinoma
44709,SRX3703153,hg19,serous epithelial ovarian carcinoma
44710,SRX3703154,hg19,serous epithelial ovarian carcinoma
44711,SRX3703155,hg19,serous epithelial ovarian carcinoma
44712,SRX3703156,hg19,serous epithelial ovarian carcinoma
44713,SRX3703157,hg19,serous epithelial ovarian carcinoma
44714,SRX3703158,hg19,serous epithelial ovarian carcinoma
44715,SRX3703159,hg19,serous epithelial ovarian carcinoma
44716,SRX3703161,hg19,serous epithelial ovarian carcinoma
44717,SRX3703162,hg19,serous epithelial ovarian carcinoma
44718,SRX3703163,hg19,normal ovarian surface epithelium
44719,SRX3703164,hg19,normal ovarian surface epithelium
44720,SRX3703165,hg19,normal ovarian surface epithelium
44721,SRX3703166,hg19,normal ovarian surface epithelium
44722,SRX3703167,hg19,normal ovarian surface epithelium
44723,SRX3703168,hg19,normal ovarian surface epithelium
44724,SRX3703169,hg19,normal ovarian surface epithelium
44725,SRX3703170,hg19,normal ovarian surface epithelium
44726,SRX3703171,hg19,normal ovarian surface epithelium
44727,SRX3703172,hg19,normal fallopian tube epithelium
44728,SRX3703173,hg19,normal fallopian tube epithelium
44729,SRX3703174,hg19,normal fallopian tube epithelium
44744,SRX371427,hg19,bt82597
44745,SRX371428,hg19,bt82590
44746,SRX371429,hg19,cc106585_t3
44747,SRX371430,hg19,cx627219_t4
44748,SRX371431,hg19,nt2304
44749,SRX371432,hg19,nt2304
44750,SRX371433,hg19,nt2433
44751,SRX371434,hg19,nt2360
44752,SRX371435,hg19,nt2289
44753,SRX371436,hg19,cc316812_t1
44754,SRX371437,hg19,cc135745_t2
44755,SRX371438,hg19,nt2138
44756,SRX371439,hg19,nt2171
44757,SRX371440,hg19,nt2350
44758,SRX371441,hg19,nt2350
44759,SRX371442,hg19,bt81585
44760,SRX3714435,hg19,retinal pitment epithelium
44761,SRX3714436,hg19,retinal pitment epithelium
44762,SRX3714437,hg19,retinal pitment epithelium
44763,SRX3714438,hg19,retinal pitment epithelium
44764,SRX3714439,hg19,retinal pitment epithelium
44765,SRX371443,hg19,bt81585
44766,SRX371444,hg19,bt81583
44767,SRX371445,hg19,met_t1
44768,SRX371446,hg19,met_t3
44769,SRX371447,hg19,met_t4
44770,SRX371448,hg19,nt2229
44771,SRX371449,hg19,nt2079
44772,SRX371450,hg19,bt82597
44773,SRX371451,hg19,bt82590
44774,SRX371452,hg19,cx627219_t4
44775,SRX371453,hg19,nt2304
44776,SRX371454,hg19,nt2433
44777,SRX371455,hg19,nt2360
44778,SRX371456,hg19,nt2289
44779,SRX371457,hg19,nt2138
44780,SRX371458,hg19,nt2171
44781,SRX371459,hg19,nt2350
44782,SRX371460,hg19,bt81585
44783,SRX371461,hg19,bt81583
44784,SRX371462,hg19,met_t1
44785,SRX371463,hg19,met_t3
44786,SRX371464,hg19,met_t4
44787,SRX371465,hg19,nt2229
44788,SRX371466,hg19,nt2079
44789,SRX371467,hg19,mcf7
44790,SRX371468,hg19,mcf7
44791,SRX371469,hg19,mcf7
44792,SRX371470,hg19,zr75
44793,SRX371471,hg19,zr75
44794,SRX371472,hg19,t47d
44795,SRX371473,hg19,t47d
44796,SRX371474,hg19,bt474
44797,SRX371475,hg19,bt474
44798,SRX371476,hg19,tamr
44799,SRX371477,hg19,tamr
44800,SRX371478,hg19,mcf7
44801,SRX371479,hg19,mcf7
44802,SRX371480,hg19,mcf7
44803,SRX371481,hg19,mcf7
44804,SRX371482,hg19,mcf7
44805,SRX371483,hg19,mcf7
44806,SRX371484,hg19,mcf7
44807,SRX371485,hg19,zr75
44808,SRX371486,hg19,t47d
44809,SRX371487,hg19,bt474
44810,SRX371488,hg19,tamr
44834,SRX3718138,hg19,pbmcs
44835,SRX3718139,hg19,pbmcs
44836,SRX3718140,hg19,pbmcs
44837,SRX3718141,hg19,pbmcs
44838,SRX3718142,hg19,pbmcs
44839,SRX3718143,hg19,pbmcs
44840,SRX3718144,hg19,pbmcs
44841,SRX3718145,hg19,pbmcs
44958,SRX3738358,hg19,primary th17 lymphocytes
44959,SRX3738359,hg19,primary th17 lymphocytes
44960,SRX3738360,hg19,primary th17 lymphocytes
44961,SRX3738361,hg19,primary th17 lymphocytes
44962,SRX3738362,hg19,primary th17 lymphocytes
44963,SRX3738363,hg19,primary th17 lymphocytes
44964,SRX3738364,hg19,primary th17 lymphocytes
44965,SRX3738365,hg19,primary th17 lymphocytes
45001,SRX3746160,hg19,pdx2 patient derived xenograft
45002,SRX3746161,hg19,pdx2 patient derived xenograft
45003,SRX374729,hg19,trachea
45004,SRX374730,hg19,trachea
45063,SRX375319,hg19,pancreatic islets
45064,SRX375320,hg19,pancreatic islets
45065,SRX375321,hg19,pancreatic islets
45066,SRX375322,hg19,pancreatic islets
45067,SRX375323,hg19,pancreatic islets
45068,SRX375324,hg19,pancreatic islets
45069,SRX375325,hg19,pancreatic islets
45070,SRX375326,hg19,pancreatic islets
45071,SRX375327,hg19,pancreatic islets
45228,SRX3783087,hg19,breast
45229,SRX3783088,hg19,breast
45230,SRX3783091,hg19,breast
45255,SRX3789538,hg19,venous blood
45256,SRX3789539,hg19,venous blood
45257,SRX3789540,hg19,bone marrow
45258,SRX3789541,hg19,venous blood
45261,SRX3791904,hg19,knee cartilage
45262,SRX3791905,hg19,knee cartilage
45263,SRX3791906,hg19,knee cartilage
45264,SRX3791907,hg19,knee cartilage
45265,SRX3791908,hg19,knee cartilage
45266,SRX3791909,hg19,knee cartilage
45267,SRX3791910,hg19,knee cartilage
45268,SRX3791911,hg19,knee cartilage
45269,SRX3791912,hg19,knee cartilage
45270,SRX3791913,hg19,knee cartilage
45271,SRX3791914,hg19,knee cartilage
45272,SRX3791915,hg19,knee cartilage
45273,SRX3791916,hg19,knee cartilage
45274,SRX3791917,hg19,knee cartilage
45275,SRX3791918,hg19,knee cartilage
45276,SRX3791919,hg19,knee cartilage
45277,SRX3791920,hg19,knee cartilage
45278,SRX3791921,hg19,knee cartilage
45279,SRX3791922,hg19,knee cartilage
45280,SRX3791923,hg19,knee cartilage
45281,SRX3791924,hg19,knee cartilage
45282,SRX3791925,hg19,knee cartilage
45283,SRX3791926,hg19,knee cartilage
45284,SRX3791927,hg19,knee cartilage
45285,SRX3791928,hg19,knee cartilage
45286,SRX3791929,hg19,knee cartilage
45287,SRX3791930,hg19,knee cartilage
45288,SRX3791931,hg19,knee cartilage
45289,SRX3791932,hg19,knee cartilage
45290,SRX3791933,hg19,knee cartilage
45495,SRX3823832,hg19,embryonic kidney
45496,SRX3823833,hg19,embryonic kidney
45497,SRX3823834,hg19,embryonic kidney
45498,SRX3823835,hg19,embryonic kidney
45509,SRX3824499,hg19,fetal lung
45510,SRX3824500,hg19,fetal lung
45511,SRX3824501,hg19,fetal lung
45512,SRX3824502,hg19,fetal lung
45513,SRX3824503,hg19,fetal lung
45514,SRX3824504,hg19,fetal lung
45515,SRX3824505,hg19,fetal lung
45516,SRX3824506,hg19,fetal lung
45517,SRX3824507,hg19,fetal lung
45518,SRX3824508,hg19,fetal lung
45519,SRX3824510,hg19,fetal lung
45520,SRX3824511,hg19,fetal lung
45521,SRX3824514,hg19,fetal lung
45522,SRX3824515,hg19,fetal lung
45523,SRX3824516,hg19,fetal lung
45524,SRX3824517,hg19,fetal lung
45525,SRX3824518,hg19,fetal lung
45526,SRX3824519,hg19,fetal lung
45527,SRX3824520,hg19,fetal lung
45528,SRX3824521,hg19,fetal lung
45529,SRX3824539,hg19,fetal lung
45530,SRX3824540,hg19,fetal lung
45531,SRX3824541,hg19,fetal lung
45532,SRX3824542,hg19,fetal lung
45533,SRX3824543,hg19,fetal lung
45534,SRX3824544,hg19,fetal lung
45535,SRX3824545,hg19,fetal lung
45536,SRX3824546,hg19,fetal lung
45537,SRX3824547,hg19,fetal lung
45538,SRX3824548,hg19,fetal lung
45539,SRX3826474,hg19,22rv1 cells
45540,SRX3826475,hg19,22rv1 cells
45551,SRX3832992,hg19,liver
45552,SRX3832993,hg19,liver
45553,SRX3832994,hg19,liver
45554,SRX3832995,hg19,liver
45555,SRX3832996,hg19,liver
45556,SRX3832997,hg19,liver
45557,SRX3832998,hg19,liver
45558,SRX3832999,hg19,liver
45559,SRX3833000,hg19,liver
45560,SRX3833001,hg19,liver
45561,SRX3833002,hg19,liver
45562,SRX3833003,hg19,liver
45563,SRX3833004,hg19,liver
45564,SRX3833005,hg19,liver
45565,SRX3833006,hg19,liver
45566,SRX3833007,hg19,liver
45567,SRX3833008,hg19,liver
45568,SRX3833009,hg19,liver
45569,SRX3833010,hg19,liver
45570,SRX3833011,hg19,liver
45571,SRX3833012,hg19,liver
45572,SRX3833013,hg19,liver
45573,SRX3833014,hg19,liver
45574,SRX3833015,hg19,liver
45575,SRX3833016,hg19,liver
45630,SRX3848341,hg19,peripheral blood
45631,SRX3848342,hg19,peripheral blood
45632,SRX3848343,hg19,peripheral blood
45633,SRX3848344,hg19,peripheral blood
45634,SRX3848345,hg19,peripheral blood
45635,SRX3848346,hg19,peripheral blood
45636,SRX3848347,hg19,peripheral blood
45637,SRX3848348,hg19,peripheral blood
45638,SRX3848349,hg19,peripheral blood
45639,SRX3848350,hg19,peripheral blood
45640,SRX3848351,hg19,peripheral blood
45641,SRX3848352,hg19,peripheral blood
45642,SRX3848353,hg19,peripheral blood
45643,SRX3848354,hg19,peripheral blood
45644,SRX3848355,hg19,peripheral blood
45645,SRX3848356,hg19,peripheral blood
45646,SRX3848357,hg19,peripheral blood
45647,SRX3848358,hg19,peripheral blood
45648,SRX3848359,hg19,peripheral blood
45649,SRX3848360,hg19,peripheral blood
45650,SRX3848361,hg19,peripheral blood
45651,SRX3848362,hg19,peripheral blood
45652,SRX3848363,hg19,peripheral blood
45653,SRX3848364,hg19,peripheral blood
45654,SRX3848365,hg19,peripheral blood
45655,SRX3848366,hg19,peripheral blood
45656,SRX3848367,hg19,peripheral blood
45657,SRX3848368,hg19,peripheral blood
45658,SRX3848369,hg19,peripheral blood
45659,SRX3848370,hg19,peripheral blood
45660,SRX3848371,hg19,peripheral blood
45661,SRX3848372,hg19,peripheral blood
45662,SRX3848373,hg19,peripheral blood
45663,SRX3848374,hg19,peripheral blood
45664,SRX3848375,hg19,peripheral blood
45665,SRX3848376,hg19,peripheral blood
45666,SRX3848377,hg19,peripheral blood
45667,SRX3848378,hg19,peripheral blood
45668,SRX3848379,hg19,peripheral blood
45669,SRX3848380,hg19,peripheral blood
45670,SRX3848381,hg19,peripheral blood
45671,SRX3848382,hg19,peripheral blood
45672,SRX3848383,hg19,peripheral blood
45673,SRX3848384,hg19,peripheral blood
45674,SRX3848385,hg19,peripheral blood
45675,SRX3848386,hg19,peripheral blood
45676,SRX3848387,hg19,peripheral blood
45677,SRX3848388,hg19,peripheral blood
45678,SRX3848389,hg19,peripheral blood
45679,SRX3848390,hg19,peripheral blood
45680,SRX3848391,hg19,peripheral blood
